name,path,slug,ev_ebitda,pe,pb,roce,roe,promoter_holding,sales_growth_3y,mkt_cap,cmp
DAMCAPITAL,/company/DAMCAPITAL/consolidated/,DAMCAPITAL,6.04,,,,,,,1024.24,144.90
CREST,/company/CREST/consolidated/,CREST,15.84,,,,,,,1021.35,359.00
WEL,/company/WEL/,WEL,34.02,,,,,,,1018.86,76.03
NELCAST,/company/NELCAST/consolidated/,NELCAST,10.61,,,,,,,1017.83,116.99
DVL,/company/DVL/consolidated/,DVL,5.96,,,,,,,1015.76,290.05
MAMATA,/company/MAMATA/consolidated/,MAMATA,49.59,,,,,,,1015.19,412.55
FINKURVE,/company/FINKURVE/,FINKURVE,15.79,,,,,,,1013.38,72.31
FOSECOC,/company/523160/,523160,15.17,,,,,,,1012.73,1808.45
GAYAPROJ,/company/GAYAPROJ/consolidated/,GAYAPROJ,6.88,,,,,,,1010.31,21.76
SUNSHIEL,/company/SUNSHIEL/,SUNSHIEL,15.86,,,,,,,1006.92,1144.90
HIIL,/company/539984/,539984,10.21,,,,,,,1002.30,463.10
FRESHARA,/company/FRESHARA/,FRESHARA,19.33,,,,,,,1000.36,425.70
PREMIERPOL,/company/PREMIERPOL/,PREMIERPOL,19.05,,,,,,,998.82,95.36
NRAIL,/company/NRAIL/,NRAIL,7.67,,,,,,,993.92,584.00
ARIHANTSUP,/company/ARIHANTSUP/consolidated/,ARIHANTSUP,15.15,,,,,,,992.59,229.50
JARO,/company/JARO/,JARO,10.75,,,,,,,992.48,445.65
UNIECOM,/company/UNIECOM/consolidated/,UNIECOM,26.57,,,,,,,984.67,87.62
SUDARSHAN,/company/543828/consolidated/,543828,19.54,,,,,,,984.16,39.42
RADHIKAJWE,/company/RADHIKAJWE/,RADHIKAJWE,9.31,,,,,,,981.29,83.16
UNIABEXAL,/company/504605/,504605,14.51,,,,,,,979.60,4960.00
SAHANA,/company/SAHANA/consolidated/,SAHANA,9.06,,,,,,,975.93,920.30
ESTER,/company/ESTER/consolidated/,ESTER,11.39,,,,,,,975.89,93.57
SUBEXLTD,/company/SUBEXLTD/consolidated/,SUBEXLTD,15.70,,,,,,,974.04,17.28
SALZERELEC,/company/SALZERELEC/,SALZERELEC,11.42,,,,,,,972.02,549.70
VIESL,/company/VIESL/,VIESL,7.74,,,,,,,968.69,393.10
TEJASCARGO,/company/TEJASCARGO/,TEJASCARGO,9.98,,,,,,,967.66,405.00
PRIMESECU,/company/PRIMESECU/consolidated/,PRIMESECU,71.92,,,,,,,966.17,284.50
GKWLIMITED,/company/GKWLIMITED/,GKWLIMITED,72.95,,,,,,,961.71,1610.90
BSHSL,/company/BSHSL/,BSHSL,27.65,,,,,,,959.97,91.48
UNITEDPOLY,/company/UNITEDPOLY/,UNITEDPOLY,20.05,,,,,,,956.16,41.66
ANAWIL,/company/ANAWIL/,ANAWIL,17.52,,,,,,,955.99,382.40
BRRL,/company/543543/consolidated/,543543,16.93,,,,,,,955.64,925.00
HEALTHX,/company/HEALTHX/consolidated/,HEALTHX,-45.66,,,,,,,955.27,300.30
FEDDERSHOL,/company/FEDDERSHOL/consolidated/,FEDDERSHOL,10.82,,,,,,,952.29,47.28
AMNPLST,/company/AMNPLST/consolidated/,AMNPLST,14.79,,,,,,,951.24,172.89
ARIHANT,/company/ARIHANT/consolidated/,ARIHANT,11.44,,,,,,,949.87,953.15
CONTROLPR,/company/CONTROLPR/consolidated/,CONTROLPR,10.66,,,,,,,949.02,593.35
ZUARI,/company/ZUARI/consolidated/,ZUARI,3.12,,,,,,,948.66,225.56
SWARAJ,/company/SWARAJ/consolidated/,SWARAJ,9.49,,,,,,,944.06,357.35
IIRM,/company/526530/consolidated/,526530,15.57,,,,,,,943.80,138.50
SGIL,/company/SGIL/,SGIL,28.48,,,,,,,942.22,606.20
MUKKA,/company/MUKKA/consolidated/,MUKKA,9.36,,,,,,,940.20,31.34
AMBIKCO,/company/AMBIKCO/,AMBIKCO,5.42,,,,,,,938.38,1639.10
SHAHFOOD,/company/519031/consolidated/,519031,208.30,,,,,,,936.91,401.85
ASTAR,/company/ASTAR/consolidated/,ASTAR,14.73,,,,,,,936.40,585.00
VIKRAMTH,/company/530477/,530477,14.78,,,,,,,934.46,298.00
CONSOFINVT,/company/CONSOFINVT/,CONSOFINVT,15.02,,,,,,,933.06,288.30
RAJOOENG,/company/RAJOOENG/consolidated/,RAJOOENG,10.80,,,,,,,921.79,51.59
AMAL,/company/AMAL/consolidated/,AMAL,18.68,,,,,,,918.79,743.20
SVLL,/company/SVLL/,SVLL,17.23,,,,,,,918.63,799.25
KRYSTAL,/company/KRYSTAL/consolidated/,KRYSTAL,9.24,,,,,,,914.60,654.60
INDOAMIN,/company/INDOAMIN/consolidated/,INDOAMIN,7.58,,,,,,,914.31,125.96
DHARMAJ,/company/DHARMAJ/,DHARMAJ,8.96,,,,,,,912.70,270.05
REGAAL,/company/REGAAL/,REGAAL,10.22,,,,,,,911.60,88.51
SRHHYPOLTD,/company/SRHHYPOLTD/consolidated/,SRHHYPOLTD,3.42,,,,,,,911.54,531.05
TAC,/company/TAC/consolidated/,TAC,28.59,,,,,,,911.22,433.35
SGRL,/company/SGRL/,SGRL,26.95,,,,,,,909.61,708.55
SALASAR,/company/SALASAR/consolidated/,SALASAR,11.16,,,,,,,908.93,5.20
VHLTD,/company/VHLTD/consolidated/,VHLTD,22.36,,,,,,,907.64,118.21
RMDRIP,/company/RMDRIP/,RMDRIP,17.30,,,,,,,904.85,21.13
HIMATSEIDE,/company/HIMATSEIDE/consolidated/,HIMATSEIDE,6.25,,,,,,,899.18,71.51
TIRUPATIFL,/company/TIRUPATIFL/,TIRUPATIFL,47.28,,,,,,,897.93,69.05
VALIANTORG,/company/VALIANTORG/consolidated/,VALIANTORG,9.64,,,,,,,897.81,320.25
WEALTH,/company/WEALTH/consolidated/,WEALTH,20.13,,,,,,,896.83,841.70
GANESHBE,/company/GANESHBE/consolidated/,GANESHBE,7.56,,,,,,,887.13,123.23
ECORECO,/company/ECORECO/consolidated/,ECORECO,24.39,,,,,,,886.40,459.35
MICEL,/company/MICEL/consolidated/,MICEL,34.49,,,,,,,885.48,36.74
PDMJEPAPER,/company/PDMJEPAPER/,PDMJEPAPER,6.29,,,,,,,885.12,93.22
SUDARCOLOR,/company/SUDARCOLOR/,SUDARCOLOR,7.55,,,,,,,885.07,383.45
VINSYS,/company/VINSYS/consolidated/,VINSYS,20.78,,,,,,,880.57,597.00
DANLAW,/company/532329/,532329,20.42,,,,,,,879.20,1805.10
MVGJL,/company/MVGJL/,MVGJL,6.07,,,,,,,878.77,179.90
LGHL,/company/LGHL/,LGHL,62.15,,,,,,,878.72,175.42
MAFATIND,/company/MAFATIND/consolidated/,MAFATIND,6.76,,,,,,,878.13,121.66
RRPDEFENSE,/company/530929/,530929,-362.16,,,,,,,877.80,639.85
MCCHRLS-B,/company/MCCHRLS-B/consolidated/,MCCHRLS-B,21.18,,,,,,,877.70,670.00
BAHETI,/company/BAHETI/,BAHETI,17.98,,,,,,,877.18,846.00
ORIRAIL,/company/ORIRAIL/consolidated/,ORIRAIL,11.32,,,,,,,876.86,130.76
DWARKESH,/company/DWARKESH/,DWARKESH,18.19,,,,,,,876.66,47.31
NRL,/company/NRL/consolidated/,NRL,26.15,,,,,,,876.62,126.92
ARIHANTCAP,/company/ARIHANTCAP/consolidated/,ARIHANTCAP,7.29,,,,,,,873.50,79.69
HEXATRADEX,/company/HEXATRADEX/consolidated/,HEXATRADEX,-216.12,,,,,,,871.02,157.65
SWELECTES,/company/SWELECTES/consolidated/,SWELECTES,8.53,,,,,,,867.84,572.50
VILAS,/company/VILAS/,VILAS,13.96,,,,,,,865.86,353.70
VADILENT,/company/VADILENT/,VADILENT,18.80,,,,,,,863.87,10045.00
RITCO,/company/RITCO/consolidated/,RITCO,13.14,,,,,,,863.83,301.80
MBECL,/company/MBECL/consolidated/,MBECL,-4.57,,,,,,,862.97,258.89
WANBURY,/company/WANBURY/,WANBURY,10.83,,,,,,,860.89,246.20
SUYOG,/company/SUYOG/,SUYOG,7.26,,,,,,,856.76,731.20
SICALLOG,/company/SICALLOG/consolidated/,SICALLOG,11.02,,,,,,,856.33,107.33
YSL,/company/540980/consolidated/,540980,8.85,,,,,,,851.74,27711.05
SURAJEST,/company/SURAJEST/consolidated/,SURAJEST,6.36,,,,,,,851.56,178.25
ORICONENT,/company/ORICONENT/consolidated/,ORICONENT,27.52,,,,,,,850.41,54.15
WCIL,/company/WCIL/consolidated/,WCIL,10.72,,,,,,,850.10,83.38
PRADPME,/company/PRADPME/consolidated/,PRADPME,15.10,,,,,,,848.99,491.60
MAXIND,/company/MAXIND/consolidated/,MAXIND,-9.74,,,,,,,848.53,150.66
GAUDIUMIVF,/company/GAUDIUMIVF/consolidated/,GAUDIUMIVF,23.66,,,,,,,847.46,116.43
AUTOPALIND,/company/517286/,517286,37.40,,,,,,,846.56,99.84
IFBAGRO,/company/IFBAGRO/,IFBAGRO,5.59,,,,,,,846.39,903.30
TANKUP,/company/TANKUP/,TANKUP,109.63,,,,,,,846.14,1598.00
VELJAN,/company/VELJAN/,VELJAN,19.22,,,,,,,845.51,1878.90
GEMAROMA,/company/GEMAROMA/consolidated/,GEMAROMA,33.94,,,,,,,843.63,161.50
PANACHE,/company/PANACHE/,PANACHE,26.76,,,,,,,840.74,525.00
KECL,/company/KECL/consolidated/,KECL,20.38,,,,,,,839.54,126.41
JAYTEX,/company/512233/,512233,-65.64,,,,,,,838.03,21.89
NDTV,/company/NDTV/consolidated/,NDTV,-4.13,,,,,,,837.95,74.27
PRECOT,/company/PRECOT/consolidated/,PRECOT,8.61,,,,,,,837.66,698.05
BEEZAASAN,/company/544369/consolidated/,544369,38.08,,,,,,,834.33,550.65
AHCL,/company/AHCL/consolidated/,AHCL,18.27,,,,,,,833.42,15.68
EFFWA,/company/EFFWA/,EFFWA,19.67,,,,,,,833.30,360.00
FAIRCHEMOR,/company/FAIRCHEMOR/,FAIRCHEMOR,25.55,,,,,,,831.64,660.25
JTLDEFENCE,/company/537254/consolidated/,537254,87.33,,,,,,,831.58,790.00
DBOL,/company/DBOL/consolidated/,DBOL,11.99,,,,,,,829.78,124.99
ABSMARINE,/company/ABSMARINE/consolidated/,ABSMARINE,7.59,,,,,,,829.54,337.90
HEXAGON,/company/HEXAGON/,HEXAGON,14.37,,,,,,,826.38,67.23
SADHNANIQ,/company/SADHNANIQ/consolidated/,SADHNANIQ,-20.49,,,,,,,824.76,2.72
ZUARIIND,/company/ZUARIIND/consolidated/,ZUARIIND,7.71,,,,,,,823.30,276.45
SYSTMTXC,/company/SYSTMTXC/consolidated/,SYSTMTXC,35.61,,,,,,,822.37,60.23
BORANA,/company/BORANA/,BORANA,8.22,,,,,,,819.61,307.60
OCCLLTD,/company/OCCLLTD/,OCCLLTD,7.04,,,,,,,818.84,163.93
ROHLTD,/company/ROHLTD/consolidated/,ROHLTD,11.84,,,,,,,818.78,298.55
VIVIANA,/company/VIVIANA/,VIVIANA,10.72,,,,,,,814.74,804.70
WELINV,/company/WELINV/,WELINV,197.29,,,,,,,814.21,2230.70
SUPREMEINF,/company/SUPREMEINF/consolidated/,SUPREMEINF,491.54,,,,,,,813.37,83.42
OMINFRAL,/company/OMINFRAL/consolidated/,OMINFRAL,14.93,,,,,,,813.09,84.43
ANUHPHR,/company/ANUHPHR/,ANUHPHR,11.21,,,,,,,812.82,81.10
LOTUSCHO,/company/LOTUSCHO/,LOTUSCHO,55.52,,,,,,,809.43,630.40
SCODATUBES,/company/SCODATUBES/,SCODATUBES,10.42,,,,,,,808.89,135.02
KOKUYOCMLN,/company/KOKUYOCMLN/,KOKUYOCMLN,15.29,,,,,,,808.55,80.61
EXCELSOFT,/company/EXCELSOFT/consolidated/,EXCELSOFT,7.05,,,,,,,808.24,70.23
TRANSPEK,/company/TRANSPEK/consolidated/,TRANSPEK,7.22,,,,,,,807.95,1446.50
LIKHITHA,/company/LIKHITHA/,LIKHITHA,13.48,,,,,,,807.94,204.80
VISAKAIND,/company/VISAKAIND/,VISAKAIND,5.83,,,,,,,806.76,93.37
STERTOOLS,/company/STERTOOLS/consolidated/,STERTOOLS,8.99,,,,,,,804.34,221.31
NCLIND,/company/NCLIND/,NCLIND,4.97,,,,,,,804.28,177.81
RBZJEWEL,/company/RBZJEWEL/,RBZJEWEL,9.96,,,,,,,802.76,200.69
SJCORP,/company/504398/consolidated/,504398,2282.45,,,,,,,799.68,184.45
SUMEETINDS,/company/SUMEETINDS/consolidated/,SUMEETINDS,16.68,,,,,,,798.96,11.50
DECCANCE,/company/DECCANCE/consolidated/,DECCANCE,18.80,,,,,,,798.08,569.75
SARLAPOLY,/company/SARLAPOLY/consolidated/,SARLAPOLY,9.14,,,,,,,796.62,100.20
PARIN,/company/PARIN/consolidated/,PARIN,39.26,,,,,,,796.38,716.30
BEEKAY,/company/BEEKAY/consolidated/,BEEKAY,8.50,,,,,,,796.07,417.40
SANDESH,/company/SANDESH/consolidated/,SANDESH,5.10,,,,,,,795.83,1051.30
LOKESHMACH,/company/LOKESHMACH/,LOKESHMACH,23.65,,,,,,,794.71,364.60
HALDYNGL,/company/HALDYNGL/consolidated/,HALDYNGL,10.84,,,,,,,793.91,147.70
PROSTARM,/company/PROSTARM/,PROSTARM,14.93,,,,,,,793.22,134.73
TANDHANIN,/company/512062/consolidated/,512062,45.10,,,,,,,788.40,158.40
MEIL,/company/MEIL/,MEIL,9.47,,,,,,,787.73,285.10
PERVASIVE,/company/517172/,517172,-8732.56,,,,,,,785.63,8.72
20MICRONS,/company/20MICRONS/consolidated/,20MICRONS,6.63,,,,,,,785.09,222.49
TVSELECT,/company/TVSELECT/,TVSELECT,40.46,,,,,,,784.90,420.85
UNIFIED,/company/544406/,544406,14.45,,,,,,,783.71,390.10
SOLEX,/company/SOLEX/,SOLEX,5.94,,,,,,,783.50,725.30
JITFINFRA,/company/JITFINFRA/consolidated/,JITFINFRA,6.92,,,,,,,782.68,304.50
CIFL,/company/CIFL/consolidated/,CIFL,29.69,,,,,,,781.33,19.98
MAGADSUGAR,/company/MAGADSUGAR/,MAGADSUGAR,11.05,,,,,,,777.93,552.05
ELDEHSG,/company/ELDEHSG/consolidated/,ELDEHSG,12.22,,,,,,,775.92,789.10
STANLEY,/company/STANLEY/consolidated/,STANLEY,9.73,,,,,,,773.94,135.48
VLSFINANCE,/company/VLSFINANCE/consolidated/,VLSFINANCE,13.70,,,,,,,773.30,246.44
EXHICON,/company/543895/consolidated/,543895,13.20,,,,,,,770.42,469.85
SAHASRA,/company/SAHASRA/consolidated/,SAHASRA,29.08,,,,,,,769.40,307.85
KOTHARIPET,/company/KOTHARIPET/,KOTHARIPET,7.11,,,,,,,768.30,130.56
BRIGHT,/company/543831/,543831,21.03,,,,,,,766.54,351.25
GEECEE,/company/GEECEE/consolidated/,GEECEE,8.91,,,,,,,765.79,366.20
QUICKHEAL,/company/QUICKHEAL/consolidated/,QUICKHEAL,-124.68,,,,,,,764.93,140.94
PERMAGN,/company/PERMAGN/consolidated/,PERMAGN,18.73,,,,,,,763.85,888.20
ISTLTD,/company/ISTLTD/consolidated/,ISTLTD,3.51,,,,,,,763.47,654.55
ARYAMAN,/company/ARYAMAN/consolidated/,ARYAMAN,14.00,,,,,,,759.56,620.20
PROZONER,/company/PROZONER/consolidated/,PROZONER,33.66,,,,,,,759.34,49.76
RNFI,/company/RNFI/consolidated/,RNFI,11.13,,,,,,,758.55,299.15
GICHSGFIN,/company/GICHSGFIN/,GICHSGFIN,10.97,,,,,,,756.32,140.45
BAJAJST,/company/BAJAJST/consolidated/,BAJAJST,11.05,,,,,,,754.94,362.95
ADVANCE,/company/ADVANCE/,ADVANCE,9.13,,,,,,,754.91,117.43
AMANTA,/company/AMANTA/,AMANTA,14.47,,,,,,,753.41,194.03
EXATO,/company/544626/,544626,25.59,,,,,,,752.19,747.30
ASAL,/company/ASAL/,ASAL,13.48,,,,,,,751.37,473.75
SEJALLTD,/company/SEJALLTD/consolidated/,SEJALLTD,12.75,,,,,,,749.55,657.50
UPHOT,/company/UPHOT/,UPHOT,14.88,,,,,,,749.52,1388.00
SUNLITE,/company/SUNLITE/,SUNLITE,12.70,,,,,,,748.97,542.50
JAGAJITIND,/company/507155/consolidated/,507155,16.00,,,,,,,748.75,160.05
MODIS,/company/MODIS/,MODIS,18.65,,,,,,,746.13,380.85
EMKAY,/company/EMKAY/consolidated/,EMKAY,-1.26,,,,,,,738.29,267.25
KELLTONTEC,/company/KELLTONTEC/consolidated/,KELLTONTEC,6.22,,,,,,,737.06,13.87
APSISAERO,/company/APSISAERO/,APSISAERO,60.88,,,,,,,736.73,611.30
TRUEGREEN,/company/533407/,533407,10.85,,,,,,,736.10,223.35
YOGI,/company/YOGI/consolidated/,YOGI,33.48,,,,,,,735.53,163.45
TUTIALKA,/company/TUTIALKA/,TUTIALKA,13.49,,,,,,,735.40,60.36
DENTA,/company/DENTA/consolidated/,DENTA,8.87,,,,,,,735.18,275.35
KARNIKA,/company/KARNIKA/consolidated/,KARNIKA,17.60,,,,,,,733.43,118.30
RAJPALAYAM,/company/RAJPALAYAM/consolidated/,RAJPALAYAM,12.07,,,,,,,733.28,795.30
DMCC,/company/DMCC/,DMCC,10.18,,,,,,,731.61,293.35
PVSL,/company/PVSL/consolidated/,PVSL,8.72,,,,,,,730.71,102.63
CELLECOR,/company/CELLECOR/,CELLECOR,11.76,,,,,,,730.34,32.85
PATELRMART,/company/PATELRMART/,PATELRMART,10.00,,,,,,,729.20,218.32
CHEMCON,/company/CHEMCON/,CHEMCON,11.10,,,,,,,726.68,198.38
APIS,/company/506166/consolidated/,506166,19.07,,,,,,,726.23,52.72
ADVENTHTL,/company/ADVENTHTL/consolidated/,ADVENTHTL,10.11,,,,,,,725.91,134.57
ABINFRA,/company/ABINFRA/,ABINFRA,18.25,,,,,,,725.03,11.35
NEETUYOSHI,/company/544434/consolidated/,544434,21.12,,,,,,,723.27,186.35
TANAA,/company/TANAA/consolidated/,TANAA,24.15,,,,,,,719.50,282.15
PARTH,/company/PARTH/,PARTH,29.09,,,,,,,718.52,525.70
CWD,/company/543378/consolidated/,543378,27.66,,,,,,,718.41,315.65
EMPIND,/company/EMPIND/,EMPIND,6.87,,,,,,,717.36,1195.60
SHALPAINTS,/company/SHALPAINTS/consolidated/,SHALPAINTS,-39.50,,,,,,,715.48,85.47
DENTALKART,/company/DENTALKART/,DENTALKART,39.93,,,,,,,714.55,412.00
BIRLAMONEY,/company/BIRLAMONEY/,BIRLAMONEY,7.35,,,,,,,714.11,126.37
BAJAJINDEF,/company/BAJAJINDEF/consolidated/,BAJAJINDEF,23.45,,,,,,,712.61,222.69
TOTEM,/company/544186/,544186,11.32,,,,,,,710.20,137.65
SUSAN,/company/544793/,544793,23.73,,,,,,,709.75,349.10
GEE,/company/504028/,504028,20.07,,,,,,,709.49,136.50
MAANALU,/company/MAANALU/,MAANALU,23.53,,,,,,,707.22,117.90
VASCONEQ,/company/VASCONEQ/consolidated/,VASCONEQ,12.65,,,,,,,705.98,30.47
GANESHCP,/company/GANESHCP/,GANESHCP,6.57,,,,,,,705.04,174.46
ZTECH,/company/ZTECH/,ZTECH,14.66,,,,,,,703.23,476.30
MANAKSTEEL,/company/MANAKSTEEL/,MANAKSTEEL,8.49,,,,,,,703.18,107.30
KALYANI,/company/544023/,544023,28.34,,,,,,,701.43,976.85
EMAMIPAP,/company/EMAMIPAP/,EMAMIPAP,6.12,,,,,,,701.32,115.92
ENKEIWHEL,/company/ENKEIWHEL/,ENKEIWHEL,7.97,,,,,,,700.66,389.80
BAFNAPH,/company/BAFNAPH/,BAFNAPH,41.22,,,,,,,699.87,295.85
HTEL,/company/HTEL/,HTEL,15.46,,,,,,,698.59,73.65
MERCURYEV,/company/MERCURYEV/consolidated/,MERCURYEV,58.18,,,,,,,697.96,36.74
MAXGROW,/company/521167/consolidated/,521167,1.19,,,,,,,697.24,174.55
PRAVEG,/company/PRAVEG/consolidated/,PRAVEG,14.59,,,,,,,695.73,266.15
HERANBA,/company/HERANBA/consolidated/,HERANBA,14.06,,,,,,,695.55,173.83
SOUTHWEST,/company/SOUTHWEST/consolidated/,SOUTHWEST,10.48,,,,,,,695.21,212.92
LAXMIINDIA,/company/LAXMIINDIA/,LAXMIINDIA,8.62,,,,,,,694.73,132.60
COFFEEDAY,/company/COFFEEDAY/consolidated/,COFFEEDAY,7.21,,,,,,,694.17,32.86
IFINSEC,/company/535667/consolidated/,535667,9.24,,,,,,,691.84,237.00
JAYAGROGN,/company/JAYAGROGN/consolidated/,JAYAGROGN,6.98,,,,,,,691.80,230.60
STCINDIA,/company/STCINDIA/consolidated/,STCINDIA,36.49,,,,,,,691.68,115.28
DPSCLTD,/company/DPSCLTD/consolidated/,DPSCLTD,10.96,,,,,,,690.42,7.09
GFLLIMITED,/company/GFLLIMITED/consolidated/,GFLLIMITED,9.72,,,,,,,689.97,62.81
SPELS,/company/SPELS/,SPELS,815.87,,,,,,,688.94,149.38
OSELDEVICE,/company/OSELDEVICE/,OSELDEVICE,14.08,,,,,,,685.36,385.15
KRONOX,/company/KRONOX/,KRONOX,15.64,,,,,,,685.27,184.69
CHEMBONDCH,/company/CHEMBONDCH/consolidated/,CHEMBONDCH,11.94,,,,,,,684.38,254.45
BESTAGRO,/company/BESTAGRO/consolidated/,BESTAGRO,7.65,,,,,,,684.16,19.29
XCHANGING,/company/XCHANGING/consolidated/,XCHANGING,5.31,,,,,,,684.02,61.40
Veegaland Developers,/company/id/1286145/,id,19.29,,,,,,,682.50,
ECOSMOBLTY,/company/ECOSMOBLTY/consolidated/,ECOSMOBLTY,6.20,,,,,,,681.24,113.54
KANORICHEM,/company/KANORICHEM/consolidated/,KANORICHEM,7.54,,,,,,,679.80,155.56
SCPL,/company/SCPL/,SCPL,16.03,,,,,,,678.77,646.45
CHEVIOT,/company/CHEVIOT/,CHEVIOT,6.99,,,,,,,677.31,1159.40
EIFFL,/company/EIFFL/,EIFFL,42.62,,,,,,,677.16,273.05
INFLUX,/company/INFLUX/,INFLUX,20.82,,,,,,,674.49,291.35
AGARIND,/company/AGARIND/consolidated/,AGARIND,7.27,,,,,,,674.30,450.80
TREL,/company/TREL/consolidated/,TREL,10.19,,,,,,,674.19,27.44
ATL,/company/ATL/consolidated/,ATL,7.61,,,,,,,673.78,25.31
ZIMLAB,/company/ZIMLAB/consolidated/,ZIMLAB,19.35,,,,,,,673.41,125.50
SPECIALITY,/company/SPECIALITY/,SPECIALITY,7.66,,,,,,,673.32,139.59
EVERESTIND,/company/EVERESTIND/consolidated/,EVERESTIND,1334.38,,,,,,,672.13,423.90
BLAL,/company/BLAL/,BLAL,620.33,,,,,,,669.98,160.88
SUTLEJTEX,/company/SUTLEJTEX/consolidated/,SUTLEJTEX,13.70,,,,,,,669.90,40.89
FABTECH,/company/FABTECH/consolidated/,FABTECH,7.72,,,,,,,667.65,150.20
KAMATHOTEL,/company/KAMATHOTEL/consolidated/,KAMATHOTEL,7.19,,,,,,,664.81,225.51
TVTODAY,/company/TVTODAY/consolidated/,TVTODAY,8.42,,,,,,,662.02,110.95
GTPL,/company/GTPL/consolidated/,GTPL,2.55,,,,,,,659.82,58.67
PROV,/company/PROV/consolidated/,PROV,33.31,,,,,,,659.60,1910.00
RAMASTEEL,/company/RAMASTEEL/consolidated/,RAMASTEEL,25.05,,,,,,,657.69,4.02
GLOSTERLTD,/company/GLOSTERLTD/consolidated/,GLOSTERLTD,9.38,,,,,,,652.77,596.50
ARIES,/company/ARIES/consolidated/,ARIES,7.18,,,,,,,650.35,500.10
SMTEL,/company/538563/consolidated/,538563,16.36,,,,,,,648.53,358.90
UNIENTER,/company/UNIENTER/,UNIENTER,30.05,,,,,,,648.14,93.19
MANBA,/company/MANBA/,MANBA,8.30,,,,,,,647.84,128.95
KUANTUM,/company/KUANTUM/,KUANTUM,8.67,,,,,,,647.32,74.18
KSOLVES,/company/KSOLVES/,KSOLVES,12.86,,,,,,,645.31,272.05
INDOFARM,/company/INDOFARM/consolidated/,INDOFARM,11.00,,,,,,,644.04,134.03
SAURASHCEM,/company/SAURASHCEM/consolidated/,SAURASHCEM,9.17,,,,,,,641.13,57.61
VOITHPAPR,/company/VOITHPAPR/,VOITHPAPR,5.24,,,,,,,640.33,1458.60
NIYOGIN,/company/538772/consolidated/,538772,19.27,,,,,,,639.90,57.52
CCCL,/company/CCCL/consolidated/,CCCL,87.14,,,,,,,637.53,14.27
AXTEL,/company/AXTEL/,AXTEL,13.20,,,,,,,637.31,394.50
SHINDL,/company/SHINDL/,SHINDL,18.34,,,,,,,636.92,162.42
BAIKAKAJI,/company/544670/,544670,11.66,,,,,,,636.46,297.35
MALLCOM,/company/MALLCOM/consolidated/,MALLCOM,13.15,,,,,,,635.33,1018.15
NEUEON,/company/NEUEON/consolidated/,NEUEON,-3.46,,,,,,,634.43,11.22
SATIA,/company/SATIA/,SATIA,4.98,,,,,,,633.60,63.36
SUNITATOOL,/company/544001/,544001,67.40,,,,,,,633.32,1008.40
ONWARDTEC,/company/ONWARDTEC/consolidated/,ONWARDTEC,7.07,,,,,,,632.66,284.35
KILITCH,/company/KILITCH/consolidated/,KILITCH,14.72,,,,,,,632.63,180.95
SHRADDHA,/company/SHRADDHA/,SHRADDHA,9.27,,,,,,,632.19,156.48
TECHNOCRAT,/company/544877/,544877,72.03,,,,,,,631.75,361.00
INNOVANA,/company/INNOVANA/consolidated/,INNOVANA,13.36,,,,,,,630.54,305.20
VAKRANGEE,/company/VAKRANGEE/consolidated/,VAKRANGEE,17.12,,,,,,,627.17,5.79
NAMOEWASTE,/company/NAMOEWASTE/consolidated/,NAMOEWASTE,27.20,,,,,,,626.80,274.10
PPL,/company/PPL/,PPL,6.99,,,,,,,626.66,262.00
ARTSONENGG,/company/522134/,522134,-95.19,,,,,,,624.69,169.20
HARDWYN,/company/HARDWYN/,HARDWYN,32.09,,,,,,,624.31,9.13
DHUNINV,/company/DHUNINV/consolidated/,DHUNINV,5.11,,,,,,,621.39,1019.15
HMVL,/company/HMVL/consolidated/,HMVL,3.18,,,,,,,620.90,84.28
AHLWEST,/company/AHLWEST/consolidated/,AHLWEST,6.53,,,,,,,618.50,530.85
ORIENTBELL,/company/ORIENTBELL/,ORIENTBELL,11.46,,,,,,,618.20,420.10
SNOWMAN,/company/SNOWMAN/,SNOWMAN,9.25,,,,,,,615.72,36.85
VIRAT,/company/VIRAT/,VIRAT,56.85,,,,,,,614.85,423.35
AERPACE,/company/534733/consolidated/,534733,-43.65,,,,,,,614.82,39.96
SREEL,/company/SREEL/,SREEL,13.42,,,,,,,614.81,265.52
KANPRPLA,/company/KANPRPLA/,KANPRPLA,8.88,,,,,,,614.80,250.20
ORBTEXP,/company/ORBTEXP/consolidated/,ORBTEXP,8.65,,,,,,,613.31,239.02
GLOBAL,/company/GLOBAL/,GLOBAL,16.48,,,,,,,613.11,120.45
KRMAYURVED,/company/KRMAYURVED/,KRMAYURVED,19.36,,,,,,,611.99,287.85
KINETICENG,/company/500240/consolidated/,500240,272.98,,,,,,,610.48,226.85
PATILAUTOM,/company/PATILAUTOM/consolidated/,PATILAUTOM,20.06,,,,,,,609.56,279.35
SHIVAUM,/company/SHIVAUM/,SHIVAUM,33.15,,,,,,,609.37,448.05
E2ERAIL,/company/E2ERAIL/consolidated/,E2ERAIL,15.80,,,,,,,609.36,353.10
HTMEDIA,/company/HTMEDIA/consolidated/,HTMEDIA,4.20,,,,,,,608.00,26.12
INNOVISION,/company/INNOVISION/consolidated/,INNOVISION,13.72,,,,,,,607.00,254.90
UNIVASTU,/company/UNIVASTU/consolidated/,UNIVASTU,12.65,,,,,,,605.80,168.34
