name,path,slug,ev_ebitda,pe,pb,roce,roe,promoter_holding,sales_growth_3y,mkt_cap,cmp
VRL,/company/538634/,538634,5.39,,,,,,,47.85,150.55
SNEHAA,/company/SNEHAA/,SNEHAA,2.62,,,,,,,47.84,47.00
ANJANIFOODS,/company/511153/consolidated/,511153,11.33,,,,,,,47.82,17.11
RITHWIKFMS,/company/540843/,540843,7.79,,,,,,,47.74,156.00
CHAMUNDA,/company/CHAMUNDA/,CHAMUNDA,9.44,,,,,,,47.70,43.35
MANGALAM,/company/MANGALAM/,MANGALAM,-18.09,,,,,,,47.52,30.02
MMEL,/company/MMEL/,MMEL,1.90,,,,,,,47.49,25.25
VINNY,/company/VINNY/,VINNY,6.23,,,,,,,47.46,1.02
KABRADG,/company/524322/,524322,4.08,,,,,,,47.37,19.98
GTNIND,/company/500170/,500170,-21.20,,,,,,,47.32,23.66
BANG,/company/BANG/consolidated/,BANG,8.03,,,,,,,47.18,34.79
DHATRE,/company/DHATRE/consolidated/,DHATRE,-21.46,,,,,,,47.18,4.33
SACHEMT,/company/531869/,531869,11.54,,,,,,,47.13,3.77
LEENEE,/company/LEENEE/consolidated/,LEENEE,57.67,,,,,,,47.13,8.45
SIMANDHAR,/company/544662/,544662,-944.60,,,,,,,47.08,154.00
GUJCRAFT,/company/526965/,526965,8.92,,,,,,,46.93,96.00
EFORCE,/company/EFORCE/,EFORCE,33.29,,,,,,,46.92,20.05
NIRMITEE,/company/543194/,543194,36.43,,,,,,,46.82,130.00
JINDHOT,/company/507981/,507981,6.59,,,,,,,46.79,66.84
MORGAN,/company/526237/,526237,11.02,,,,,,,46.78,47.25
AMBICAAGAR,/company/AMBICAAGAR/,AMBICAAGAR,7.51,,,,,,,46.74,27.21
MANOJJEWEL,/company/544400/,544400,4.53,,,,,,,46.73,26.00
GVL,/company/544163/consolidated/,544163,15.03,,,,,,,46.63,35.90
GRAPHISAD,/company/GRAPHISAD/consolidated/,GRAPHISAD,8.63,,,,,,,46.61,25.50
ACML,/company/540146/,540146,-149.37,,,,,,,46.57,31.82
IECEDU,/company/531840/consolidated/,531840,-24.08,,,,,,,46.56,30.51
STARCOM,/company/531616/,531616,-11.71,,,,,,,46.46,92.90
CADSYS,/company/CADSYS/consolidated/,CADSYS,-3.73,,,,,,,46.46,46.45
KLL,/company/KLL/consolidated/,KLL,4.71,,,,,,,46.33,25.00
GAYAHWS,/company/GAYAHWS/consolidated/,GAYAHWS,262.25,,,,,,,46.25,1.93
BLUECOAST,/company/BLUECOAST/consolidated/,BLUECOAST,51.62,,,,,,,46.23,23.49
DIANATEA,/company/530959/,530959,8.06,,,,,,,46.20,30.82
SVPGLOB,/company/SVPGLOB/consolidated/,SVPGLOB,-13.75,,,,,,,46.17,3.65
VAHH,/company/544778/consolidated/,544778,6.76,,,,,,,46.09,55.49
RSCINT,/company/530179/,530179,-104.70,,,,,,,45.95,79.92
ATCENERGY,/company/ATCENERGY/,ATCENERGY,20.98,,,,,,,45.87,22.50
SILKY,/company/SILKY/,SILKY,5.86,,,,,,,45.82,71.95
REALECO,/company/530053/,530053,40.58,,,,,,,45.80,4.58
THREEMPAPE,/company/544214/,544214,5.73,,,,,,,45.78,23.80
ABHAPOWER,/company/ABHAPOWER/,ABHAPOWER,10.44,,,,,,,45.73,24.60
ATVPETRO,/company/524488/,524488,-409.48,,,,,,,45.67,2.80
KIDUJA,/company/507946/,507946,-10.60,,,,,,,45.65,19.02
GFSTEELS,/company/GFSTEELS/,GFSTEELS,17.27,,,,,,,45.65,15.00
GROWINGTON,/company/539222/,539222,8.33,,,,,,,45.60,0.71
DECCANTRAN,/company/DECCANTRAN/consolidated/,DECCANTRAN,7.58,,,,,,,45.45,20.00
RAJTUBE,/company/530253/,530253,15.20,,,,,,,45.39,10.07
TULSYAN,/company/513629/consolidated/,513629,19.03,,,,,,,45.38,27.57
SAICAPI,/company/SAICAPI/consolidated/,SAICAPI,2.30,,,,,,,45.37,157.56
MASKINVEST,/company/MASKINVEST/,MASKINVEST,415.82,,,,,,,45.36,148.64
SONAMAC,/company/SONAMAC/,SONAMAC,-19.54,,,,,,,45.29,33.00
DANGEE,/company/DANGEE/,DANGEE,12.14,,,,,,,45.27,2.94
PRITI,/company/PRITI/,PRITI,27.60,,,,,,,45.25,33.89
RULKA,/company/RULKA/,RULKA,8.69,,,,,,,45.25,106.25
AREXMIS,/company/526851/,526851,6.21,,,,,,,45.24,125.70
INTEGSW,/company/517423/consolidated/,517423,-153.24,,,,,,,45.17,156.75
TIMESGREEN,/company/543310/,543310,59.51,,,,,,,45.15,81.00
NAM,/company/538395/,538395,126.74,,,,,,,45.14,83.72
GANGABATH,/company/GANGABATH/,GANGABATH,10.61,,,,,,,45.08,20.30
CARGOTRANS,/company/543618/consolidated/,543618,4.41,,,,,,,45.00,76.00
GPSL,/company/544108/consolidated/,544108,7.70,,,,,,,44.96,60.10
MANUGRAPH,/company/MANUGRAPH/,MANUGRAPH,-35.61,,,,,,,44.86,14.75
IBINFO,/company/519463/,519463,23.03,,,,,,,44.79,34.97
DHANFAB,/company/521151/consolidated/,521151,-19.41,,,,,,,44.79,52.20
SHREYASI,/company/526335/,526335,127.78,,,,,,,44.71,6.31
SOFCOM,/company/538923/consolidated/,538923,61.44,,,,,,,44.66,18.45
JAGANLAM,/company/530711/,530711,8.85,,,,,,,44.64,61.15
RAMGOPOLY,/company/514223/,514223,-131.73,,,,,,,44.57,30.74
CASPIAN,/company/534732/consolidated/,534732,50.95,,,,,,,44.54,35.18
ANG,/company/540694/consolidated/,540694,-91.69,,,,,,,44.52,34.09
AIMCOPEST,/company/524288/consolidated/,524288,-7.65,,,,,,,44.49,45.48
SEVL,/company/544428/,544428,7.52,,,,,,,44.43,35.95
BCCL,/company/543497/,543497,4.42,,,,,,,44.42,30.98
KEYCORP,/company/507948/,507948,-34.51,,,,,,,44.40,74.00
CLENON,/company/517564/,517564,-23.19,,,,,,,44.38,40.57
RRMETAL,/company/531667/,531667,-56.45,,,,,,,44.28,49.15
GURUNANAK,/company/GURUNANAK/,GURUNANAK,3.13,,,,,,,44.28,36.90
VISHWAS,/company/VISHWAS/,VISHWAS,10.42,,,,,,,44.20,44.20
SIEL,/company/SIEL/consolidated/,SIEL,14.46,,,,,,,44.18,31.90
REXPRO,/company/REXPRO/,REXPRO,6.60,,,,,,,44.15,39.40
RKDL,/company/RKDL/,RKDL,46.29,,,,,,,44.14,18.39
SWASTIK,/company/SWASTIK/,SWASTIK,-3.23,,,,,,,44.14,19.00
INCAP,/company/517370/,517370,42.42,,,,,,,44.12,86.00
BRIDGESE,/company/530249/,530249,28.11,,,,,,,44.12,11.35
PRIMEPRO,/company/530695/consolidated/,530695,0.72,,,,,,,44.11,25.99
WHITEFORCE,/company/WHITEFORCE/,WHITEFORCE,6.36,,,,,,,44.08,38.00
GOLDENTOBC,/company/GOLDENTOBC/consolidated/,GOLDENTOBC,4.28,,,,,,,43.95,24.96
FCONSUMER,/company/FCONSUMER/consolidated/,FCONSUMER,18.93,,,,,,,43.93,0.22
CELEBRITY,/company/CELEBRITY/,CELEBRITY,-51.42,,,,,,,43.89,6.80
HELLOJI,/company/544630/,544630,18.73,,,,,,,43.89,127.95
STAL,/company/544171/consolidated/,544171,-489.27,,,,,,,43.87,34.17
TIRUPATIIN,/company/539040/,539040,56.09,,,,,,,43.74,6.17
CYBELEIND,/company/531472/consolidated/,531472,1.89,,,,,,,43.74,40.89
OSIAHYPER,/company/OSIAHYPER/,OSIAHYPER,3.40,,,,,,,43.71,2.47
VLINFRA,/company/VLINFRA/,VLINFRA,4.06,,,,,,,43.68,27.80
SPL,/company/544035/consolidated/,544035,5.63,,,,,,,43.61,22.40
ARCHIES,/company/ARCHIES/,ARCHIES,49.79,,,,,,,43.58,12.90
SAMINDUS,/company/532005/,532005,7.76,,,,,,,43.51,39.24
MAPROIN,/company/509762/,509762,76.14,,,,,,,43.49,51.84
INDIAHOME,/company/530979/,530979,12.41,,,,,,,43.43,30.41
AUSTENG,/company/AUSTENG/consolidated/,AUSTENG,3.96,,,,,,,43.40,124.70
KARMAENG,/company/KARMAENG/,KARMAENG,52.64,,,,,,,43.33,37.45
BMETRICS,/company/BMETRICS/,BMETRICS,11.85,,,,,,,43.28,35.15
BHUDEVI,/company/526488/,526488,104.50,,,,,,,43.21,94.15
GRAMEVA,/company/539120/,539120,8.85,,,,,,,43.17,89.95
AKASH,/company/AKASH/consolidated/,AKASH,16.54,,,,,,,43.17,25.60
ZODJRDMKJ,/company/512587/consolidated/,512587,5.28,,,,,,,43.11,39.28
ROYALCUSHN,/company/526193/,526193,-33.89,,,,,,,43.10,11.78
AUSTERE,/company/544505/,544505,5.35,,,,,,,43.07,41.10
SIMPLXREA,/company/SIMPLXREA/consolidated/,SIMPLXREA,-34.24,,,,,,,42.75,142.99
ARCFIN,/company/540135/,540135,33.09,,,,,,,42.70,0.49
FAALCON,/company/FAALCON/consolidated/,FAALCON,7.51,,,,,,,42.66,43.78
VEDAVAAG,/company/VEDAVAAG/consolidated/,VEDAVAAG,3.68,,,,,,,42.63,18.17
WEWIN,/company/WEWIN/consolidated/,WEWIN,5.61,,,,,,,42.58,41.91
VERA,/company/VERA/,VERA,7.39,,,,,,,42.56,86.25
AMKAY,/company/544169/,544169,9.55,,,,,,,42.41,49.00
FUTSOL,/company/534063/,534063,9.00,,,,,,,42.37,40.47
IFL,/company/540377/,540377,-12.85,,,,,,,42.33,0.34
DHRUV,/company/DHRUV/,DHRUV,-1.55,,,,,,,42.33,22.32
JISLDVREQS,/company/JISLDVREQS/,JISLDVREQS,,,,,,,,42.31,21.93
INFONATIVE,/company/544393/,544393,9.45,,,,,,,42.31,35.71
ADMANUM,/company/511359/,511359,4.34,,,,,,,41.99,55.99
PBMPOLY,/company/PBMPOLY/consolidated/,PBMPOLY,5.23,,,,,,,41.96,61.00
SUNSKY,/company/544566/,544566,10.21,,,,,,,41.93,33.72
RAJTV,/company/RAJTV/,RAJTV,21.69,,,,,,,41.89,8.07
PICTUREHS,/company/532355/consolidated/,532355,15.19,,,,,,,41.85,8.01
SYNOPTICS,/company/SYNOPTICS/consolidated/,SYNOPTICS,6.54,,,,,,,41.85,49.35
SPRIGHT,/company/531205/,531205,-1.98,,,,,,,41.79,0.39
VIVOBIOT,/company/VIVOBIOT/consolidated/,VIVOBIOT,5.18,,,,,,,41.72,18.80
CCLINTER,/company/531900/,531900,12.28,,,,,,,41.69,21.72
SRMCL,/company/521178/,521178,2.74,,,,,,,41.65,58.50
CAMEXLTD,/company/524440/,524440,6.71,,,,,,,41.60,40.75
NOVAIRNSTL,/company/513566/,513566,61.49,,,,,,,41.56,11.50
IMPEXFERRO,/company/IMPEXFERRO/,IMPEXFERRO,788.59,,,,,,,41.50,4.72
SANCF,/company/511563/,511563,-53.86,,,,,,,41.47,51.84
SHIVAAGRO,/company/SHIVAAGRO/consolidated/,SHIVAAGRO,8.49,,,,,,,41.36,41.39
AATMAJ,/company/AATMAJ/,AATMAJ,15.10,,,,,,,41.25,18.25
WALCHPF,/company/501370/,501370,4.33,,,,,,,41.24,142.00
NMSTEEL,/company/NMSTEEL/,NMSTEEL,2.86,,,,,,,41.23,23.85
EVANS,/company/542668/,542668,49.99,,,,,,,41.16,75.00
SPECFOOD,/company/531982/,531982,24.41,,,,,,,41.12,17.11
PACE,/company/543637/,543637,7.47,,,,,,,40.99,18.19
ALFAVIO,/company/531156/,531156,1358.08,,,,,,,40.95,12.99
DHANLAXMI,/company/DHANLAXMI/,DHANLAXMI,48.08,,,,,,,40.82,25.00
SITAENT,/company/512589/,512589,11.71,,,,,,,40.80,136.00
NETLINK,/company/509040/,509040,61.02,,,,,,,40.77,161.20
PRISMMEDI,/company/512217/,512217,-150.48,,,,,,,40.69,30.00
STARHFL,/company/539017/,539017,6.24,,,,,,,40.67,5.15
RAJNISH,/company/541601/,541601,-4.10,,,,,,,40.61,0.40
TNTELE,/company/TNTELE/,TNTELE,-24.04,,,,,,,40.56,8.88
SAINIK,/company/530265/,530265,9.12,,,,,,,40.53,37.25
LFIC,/company/LFIC/,LFIC,23.04,,,,,,,40.39,134.64
SMAUTO,/company/543065/consolidated/,543065,8.11,,,,,,,40.38,29.50
ANJANI,/company/531223/,531223,7.19,,,,,,,40.34,27.35
SAGARDEEP,/company/SAGARDEEP/consolidated/,SAGARDEEP,8.97,,,,,,,40.29,23.62
GOTHIPL,/company/531111/,531111,11.59,,,,,,,40.19,39.40
MEAPL,/company/539762/,539762,5.47,,,,,,,40.19,26.01
GALACTICO,/company/542802/consolidated/,542802,6.99,,,,,,,40.14,2.19
ADL,/company/ADL/,ADL,18.61,,,,,,,40.08,72.00
21STCENMGM,/company/21STCENMGM/consolidated/,21STCENMGM,-2.13,,,,,,,40.04,38.13
SWATIPRO,/company/543914/consolidated/,543914,3.24,,,,,,,40.02,39.62
PCS,/company/517119/consolidated/,517119,1.83,,,,,,,39.81,19.00
ZWELCAST,/company/504988/,504988,-29.98,,,,,,,39.75,621.05
ARTEFACT,/company/531297/,531297,5.98,,,,,,,39.65,54.50
CRSTCHM,/company/526269/,526269,8.27,,,,,,,39.53,131.75
SOCL,/company/SOCL/,SOCL,4.08,,,,,,,39.51,29.50
AJCON,/company/511692/consolidated/,511692,29.58,,,,,,,39.45,6.45
MEDIORG,/company/MEDIORG/consolidated/,MEDIORG,-14.29,,,,,,,39.43,26.50
SKYTECH,/company/SKYTECH/,SKYTECH,6.54,,,,,,,39.33,40.05
HBSL,/company/HBSL/consolidated/,HBSL,-4.37,,,,,,,39.19,54.91
TAVEXIA,/company/539519/consolidated/,539519,-294.43,,,,,,,39.13,1.02
ORIENTALTL,/company/ORIENTALTL/,ORIENTALTL,7.44,,,,,,,39.03,5.31
B2BSOFT,/company/531268/consolidated/,531268,7.25,,,,,,,39.03,22.46
BANDARAM,/company/524602/consolidated/,524602,16.20,,,,,,,39.00,21.70
BABAFP,/company/BABAFP/consolidated/,BABAFP,25.82,,,,,,,38.94,23.85
ROOPAIND,/company/530991/,530991,8.14,,,,,,,38.90,49.45
SOLIMAC,/company/522152/,522152,12.81,,,,,,,38.85,85.57
AMALGAM,/company/501622/,501622,-84.76,,,,,,,38.84,139.90
YUG,/company/540550/,540550,19.76,,,,,,,38.84,24.00
NGIND,/company/530897/,530897,13.01,,,,,,,38.80,115.80
METALCO,/company/531810/,531810,10.28,,,,,,,38.79,52.94
SHRERAJSYN,/company/503837/,503837,-13.89,,,,,,,38.70,9.50
VISTAPH,/company/524711/,524711,-3.47,,,,,,,38.65,6.28
MSLGLOBAL,/company/511000/consolidated/,511000,7.35,,,,,,,38.64,18.04
HOM,/company/523387/consolidated/,523387,21.86,,,,,,,38.58,1.93
INLANPR,/company/530787/,530787,-152.15,,,,,,,38.52,77.91
RASIELEC,/company/531233/,531233,5.01,,,,,,,38.51,12.37
PANJON,/company/526345/,526345,31.85,,,,,,,38.45,22.40
NVENTURES,/company/543522/,543522,213.39,,,,,,,38.43,82.30
DFPL,/company/544201/,544201,6.62,,,,,,,38.43,15.73
GLANCE,/company/531199/,531199,4.37,,,,,,,38.35,170.00
SARUPINDUS,/company/514412/,514412,39.17,,,,,,,38.35,118.00
SUPERSPIN,/company/SUPERSPIN/,SUPERSPIN,10.01,,,,,,,38.23,6.95
SUDAI,/company/506003/,506003,3.25,,,,,,,38.11,45.54
RELICAB,/company/539760/,539760,9.01,,,,,,,38.07,37.71
SPENTA,/company/526161/,526161,204.04,,,,,,,38.06,137.70
ARCIIL,/company/ARCIIL/,ARCIIL,4.24,,,,,,,38.05,36.95
RELICTEC,/company/511712/consolidated/,511712,-10.32,,,,,,,38.02,68.00
ROLCOEN,/company/505807/,505807,5.44,,,,,,,37.98,499.80
DUROPACK,/company/526355/,526355,8.45,,,,,,,37.95,72.01
HPCOTTON,/company/502873/,502873,5.56,,,,,,,37.95,96.75
YAANENT,/company/538521/,538521,25.83,,,,,,,37.91,122.30
UNILEX,/company/UNILEX/consolidated/,UNILEX,2.38,,,,,,,37.79,27.75
SUGALDAM,/company/511654/,511654,10.85,,,,,,,37.74,60.38
VICTORYEV,/company/VICTORYEV/,VICTORYEV,7.08,,,,,,,37.70,15.65
EIGHTY,/company/543518/,543518,4.19,,,,,,,37.66,36.92
JUPITERIN,/company/534623/consolidated/,534623,-21.50,,,,,,,37.60,37.52
GLPL,/company/544759/,544759,6.77,,,,,,,37.59,39.16
GOKAKTEX,/company/532957/consolidated/,532957,16.36,,,,,,,37.57,57.80
AROGRANITE,/company/AROGRANITE/,AROGRANITE,33.90,,,,,,,37.56,24.55
MOHITPPR,/company/530169/,530169,4.60,,,,,,,37.44,26.74
JIVIAL,/company/544805/,544805,7.42,,,,,,,37.31,79.90
7TEC,/company/532404/,532404,6.92,,,,,,,37.21,34.20
ORIBEVER,/company/507690/consolidated/,507690,7.98,,,,,,,37.17,172.10
BURNPUR,/company/BURNPUR/,BURNPUR,-334.82,,,,,,,37.14,21.56
ELFORGE,/company/531144/,531144,5.69,,,,,,,37.11,18.26
DYNAMIND,/company/524818/,524818,8.34,,,,,,,37.06,122.30
KGDENIM,/company/500239/consolidated/,500239,6.29,,,,,,,37.05,14.45
SANDUPHQ,/company/524703/,524703,8.74,,,,,,,36.92,38.22
LERTHAI,/company/502250/,502250,-60.08,,,,,,,36.79,525.50
KABSON,/company/524675/,524675,18.06,,,,,,,36.64,20.98
CUBIFIN,/company/511710/,511710,64.58,,,,,,,36.56,5.61
NATPLAS,/company/526616/,526616,5.45,,,,,,,36.54,40.02
UMA,/company/UMA/,UMA,7.03,,,,,,,36.49,18.00
CONTAINE,/company/543606/,543606,20.05,,,,,,,36.38,17.34
SURYAAMBA,/company/533101/,533101,5.67,,,,,,,36.37,124.05
VMOBILE,/company/VMOBILE/,VMOBILE,4.73,,,,,,,36.31,58.85
POONADAL,/company/519359/,519359,0.53,,,,,,,36.29,63.55
ANSALHSG,/company/507828/consolidated/,507828,-212.65,,,,,,,36.28,5.21
JAINEX,/company/505212/,505212,12.31,,,,,,,36.20,161.30
CBPL,/company/542934/,542934,6.88,,,,,,,36.13,47.88
LIOTECH,/company/544796/,544796,4.01,,,,,,,36.08,92.50
PANHR,/company/544698/,544698,1.37,,,,,,,36.05,49.99
ALFAICA,/company/530973/,530973,8.28,,,,,,,35.96,89.00
HOMESFY,/company/HOMESFY/,HOMESFY,-1.01,,,,,,,35.91,111.30
SCANPRO,/company/531797/,531797,34.69,,,,,,,35.86,124.80
CHORDIA,/company/519475/,519475,17.32,,,,,,,35.85,89.00
MMRUBBR-B,/company/509196/,509196,26.67,,,,,,,35.62,57.17
LGT,/company/544489/,544489,3.31,,,,,,,35.62,38.00
QTFOODS,/company/544872/,544872,5.44,,,,,,,35.61,50.32
GGDPROP,/company/505250/consolidated/,505250,16.54,,,,,,,35.54,74.65
MITTAL,/company/MITTAL/consolidated/,MITTAL,5.60,,,,,,,35.52,0.80
KALYANCAP,/company/538778/consolidated/,538778,8.26,,,,,,,35.45,6.75
JAYKAILASH,/company/544160/,544160,12.40,,,,,,,35.37,70.79
DEEM,/company/DEEM/,DEEM,7.62,,,,,,,35.27,42.30
TOYAMSL,/company/TOYAMSL/consolidated/,TOYAMSL,-1.89,,,,,,,35.25,0.61
MORARJEE,/company/MORARJEE/,MORARJEE,-41.48,,,,,,,35.24,9.70
ASIACAP,/company/538777/,538777,142.91,,,,,,,35.23,113.95
ABCINDQ,/company/520123/,520123,71.41,,,,,,,35.21,65.00
HEALTHYLIFE,/company/543546/consolidated/,543546,6.34,,,,,,,35.18,7.09
ARNOLD,/company/537069/,537069,5.33,,,,,,,35.16,14.79
ANUPAM,/company/530109/,530109,11.85,,,,,,,35.11,1.85
KAYPOWR,/company/530255/,530255,10.80,,,,,,,35.11,10.05
SWASTIVI,/company/510245/,510245,6.71,,,,,,,35.01,3.89
CITADEL,/company/502445/,502445,13.23,,,,,,,35.01,38.90
RAMINFO,/company/530951/consolidated/,530951,2.45,,,,,,,34.96,42.69
JMJFIN,/company/538834/,538834,3.99,,,,,,,34.93,9.28
BSELINFRA,/company/532123/consolidated/,532123,-1.00,,,,,,,34.91,4.03
QUADRANT,/company/511116/,511116,61.81,,,,,,,34.90,0.57
TTFL,/company/540726/,540726,11.81,,,,,,,34.88,23.26
MAHIP,/company/542503/,542503,23.15,,,,,,,34.63,18.00
MARIS,/company/531503/,531503,5.26,,,,,,,34.54,42.26
VERTEX,/company/531950/consolidated/,531950,-14.26,,,,,,,34.49,3.18
RASANDIK,/company/522207/,522207,38.66,,,,,,,34.48,57.70
KEERTHI,/company/518011/,518011,-4.06,,,,,,,34.41,42.91
ASSOCER,/company/531168/,531168,6.60,,,,,,,34.35,168.00
SHREESHAY,/company/541112/,541112,142.52,,,,,,,34.33,26.00
NKIND,/company/NKIND/consolidated/,NKIND,-33.49,,,,,,,34.32,57.10
ACCELERATE,/company/543938/consolidated/,543938,24.36,,,,,,,34.29,99.75
BLUEPEBBLE,/company/BLUEPEBBLE/,BLUEPEBBLE,17.19,,,,,,,34.27,84.00
ARIGATO,/company/530267/,530267,11.46,,,,,,,34.25,56.19
MADHUCON,/company/MADHUCON/consolidated/,MADHUCON,61.12,,,,,,,34.17,4.63
BHANDERI,/company/538576/consolidated/,538576,122.56,,,,,,,34.02,131.00
CARNATIN,/company/530609/,530609,53.88,,,,,,,33.97,98.26
ASHOKAMET,/company/ASHOKAMET/consolidated/,ASHOKAMET,4.90,,,,,,,33.94,13.58
SWOJAS,/company/530217/,530217,25.69,,,,,,,33.85,7.38
JAIHIND,/company/514312/,514312,437.13,,,,,,,33.83,39.58
CSURGSU,/company/531380/,531380,7.13,,,,,,,33.75,92.50
MACH,/company/541973/,541973,17.68,,,,,,,33.75,53.10
LASA,/company/LASA/,LASA,-5.29,,,,,,,33.72,6.73
GINISILK,/company/531744/,531744,9.73,,,,,,,33.71,60.27
ADVPETR-B,/company/506947/,506947,9.81,,,,,,,33.71,374.60
RRETAIL,/company/530525/,530525,39.17,,,,,,,33.70,2.15
MOHITIND,/company/MOHITIND/consolidated/,MOHITIND,18.64,,,,,,,33.67,23.78
INNOVTEC,/company/523840/,523840,5.01,,,,,,,33.63,14.97
SIHORA,/company/544585/,544585,13.54,,,,,,,33.56,62.99
AUROIMPEX,/company/AUROIMPEX/consolidated/,AUROIMPEX,6.00,,,,,,,33.55,27.50
HRHNEXT,/company/HRHNEXT/,HRHNEXT,3.81,,,,,,,33.54,25.40
INFORTEC,/company/504810/consolidated/,504810,16.53,,,,,,,33.48,80.28
CHCL,/company/542678/consolidated/,542678,-10.60,,,,,,,33.48,13.39
SUNREST,/company/SUNREST/consolidated/,SUNREST,3.79,,,,,,,33.47,39.00
FALCONTECH,/company/FALCONTECH/,FALCONTECH,13.73,,,,,,,33.35,12.45
SRICC,/company/518053/consolidated/,518053,-4.37,,,,,,,33.33,37.03
SHYMINV,/company/505515/,505515,26.36,,,,,,,33.31,12.61
TCMLMTD,/company/524156/consolidated/,524156,-21.35,,,,,,,33.28,44.50
SPINAROO,/company/544392/,544392,27.09,,,,,,,33.19,47.45
USGTECH,/company/532402/consolidated/,532402,-204.21,,,,,,,33.15,8.41
AKSHAR,/company/AKSHAR/,AKSHAR,18.89,,,,,,,33.07,0.42
SURBHIN,/company/514260/,514260,7.68,,,,,,,33.00,96.01
TATIAGLOB,/company/521228/consolidated/,521228,4.82,,,,,,,32.90,2.17
SAMPAT,/company/544520/,544520,5.76,,,,,,,32.86,38.75
MEDICAPQ,/company/MEDICAPQ/consolidated/,MEDICAPQ,461.14,,,,,,,32.78,26.29
TELECANOR,/company/530595/,530595,4.45,,,,,,,32.73,19.85
KONTOR,/company/KONTOR/,KONTOR,5.04,,,,,,,32.72,52.95
GUJPETR,/company/506858/,506858,8.23,,,,,,,32.71,54.79
GDLLEAS,/company/530855/,530855,33.74,,,,,,,32.68,65.23
OLATECH,/company/543578/,543578,8.95,,,,,,,32.67,73.40
INTSTOIL,/company/530259/,530259,5.71,,,,,,,32.61,65.32
SHAKTIPR,/company/526841/,526841,11.30,,,,,,,32.61,11.58
YAMNINV,/company/511012/,511012,398.45,,,,,,,32.60,0.62
CEREBRAINT,/company/CEREBRAINT/consolidated/,CEREBRAINT,-1.09,,,,,,,32.60,2.69
SUPRATRE,/company/511539/consolidated/,511539,-60.67,,,,,,,32.60,13.78
BERVINL,/company/531340/,531340,17.30,,,,,,,32.58,55.23
VALSONQ,/company/530459/,530459,11.60,,,,,,,32.56,42.50
SEYAIND,/company/SEYAIND/,SEYAIND,63.67,,,,,,,32.55,12.25
MEDISTEP,/company/MEDISTEP/,MEDISTEP,4.48,,,,,,,32.54,22.90
JFLLIFE,/company/JFLLIFE/,JFLLIFE,4.42,,,,,,,32.50,9.85
SHRIKANHA,/company/SHRIKANHA/,SHRIKANHA,4.75,,,,,,,32.49,20.85
PROLIFE,/company/PROLIFE/,PROLIFE,2.37,,,,,,,32.34,79.00
RAVALSUGAR,/company/507300/,507300,-16.33,,,,,,,32.30,950.00
MCON,/company/MCON/,MCON,6.42,,,,,,,32.28,44.00
GKB,/company/GKB/consolidated/,GKB,2.96,,,,,,,32.24,63.97
SIMBHALS,/company/SIMBHALS/consolidated/,SIMBHALS,-75.19,,,,,,,32.20,7.80
RFIL,/company/544771/,544771,4.59,,,,,,,32.20,31.05
UMIYA,/company/539798/,539798,6.70,,,,,,,32.15,24.81
FINELINE,/company/517264/,517264,22.55,,,,,,,32.06,66.65
MARCLOIRE,/company/544437/,544437,10.99,,,,,,,32.04,45.13
LELAVOIR,/company/539814/consolidated/,539814,11.82,,,,,,,32.01,92.29
STANBIK,/company/544659/,544659,4.89,,,,,,,31.98,24.00
GSBFIN,/company/511543/,511543,42.68,,,,,,,31.94,53.23
ESHAMEDIA,/company/531259/,531259,-11.59,,,,,,,31.91,40.87
AMRAFIN,/company/539265/,539265,44.15,,,,,,,31.85,23.70
SHOORA,/company/543970/,543970,353.67,,,,,,,31.72,68.60
GUJTERC,/company/524314/,524314,7.50,,,,,,,31.70,40.69
MADHAV,/company/MADHAV/consolidated/,MADHAV,20.62,,,,,,,31.65,35.36
GOGIACAPGL,/company/531600/,531600,-5.60,,,,,,,31.61,50.00
AVAX,/company/544337/,544337,7.34,,,,,,,31.55,37.95
SHARMEH,/company/524548/,524548,10.28,,,,,,,31.49,96.00
KACL,/company/531780/consolidated/,531780,-65.33,,,,,,,31.47,5.98
DECCAN,/company/542248/,542248,6.71,,,,,,,31.41,12.69
VSCL,/company/VSCL/,VSCL,50.76,,,,,,,31.35,20.90
RONI,/company/542145/,542145,663.80,,,,,,,31.32,27.25
ALFATRAN,/company/517546/,517546,35.52,,,,,,,31.31,34.22
SPCAPIT,/company/530289/consolidated/,530289,12.77,,,,,,,31.24,51.98
MITTALSTL,/company/544575/,544575,6.42,,,,,,,31.23,27.00
BODHTREE,/company/539122/,539122,243.30,,,,,,,31.16,14.25
SUMEDHA,/company/SUMEDHA/consolidated/,SUMEDHA,5.10,,,,,,,31.15,39.01
SVARTCORP,/company/512257/,512257,4.11,,,,,,,31.14,3.46
PRIMAINNO,/company/544855/,544855,62.51,,,,,,,31.14,28.31
PROMAX,/company/543375/,543375,15.17,,,,,,,31.13,12.45
CFL,/company/540310/consolidated/,540310,,,,,,,,31.13,50.92
PASUPATSPG,/company/503092/,503092,7.01,,,,,,,31.10,33.30
VERTEXPLUS,/company/VERTEXPLUS/consolidated/,VERTEXPLUS,-11.35,,,,,,,31.07,56.70
DNAMEDIA,/company/DNAMEDIA/,DNAMEDIA,3890.58,,,,,,,30.96,2.63
BENCHMARK,/company/544052/,544052,2.25,,,,,,,30.96,45.10
CONTILI,/company/531067/,531067,9.66,,,,,,,30.80,19.91
