nse_symbol,company_name,target_industry,screener_broad_sector,screener_sector,screener_industry,in_stockscans,in_screener
EPL,EPL Ltd,Packaging - FMCG/Consumers,Industrials,Capital Goods,Packaging,1,1
EQUITASBNK,Equitas Sma. Fin,Banks - Small Finance,Financial Services,Financial Services,Other Bank,1,1
ERIS,ERIS Lifescience,Pharma - Formulators,Healthcare,Healthcare,Pharmaceuticals,1,1
ESAFSFB,ESAF Small Fin,Banks - Small Finance,Financial Services,Financial Services,Other Bank,1,1
EUREKAFORB,Eureka Forbes,Consumer Electronics,Consumer Discretionary,Consumer Durables,Household Appliances,1,1
EUROPRATIK,Euro Pratik Sale,Trading,Consumer Discretionary,Consumer Durables,"Furniture, Home Furnishing",1,1
EVEREADY,Eveready Inds.,Miscellaneous,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,1,1
EXCELSOFT,Excelsoft Tech.,IT - Software,Information Technology,Information Technology,IT Enabled Services,1,1
EXICOM,Exicom Tele-Sys.,Capital Goods - Electric General,Industrials,Capital Goods,Heavy Electrical Equipment,1,1
FABTECH,Fabtech Tech.,Trading,Healthcare,Healthcare,"Healthcare Research, Analytics & Technology",1,1
FCL,Fineotex Chem,Speciality Chemicals,Commodities,Chemicals,Specialty Chemicals,1,1
FDC,FDC,Pharma - Formulators,Healthcare,Healthcare,Pharmaceuticals,1,1
FEDDERSHOL,Fedders Holding,Finance & Investments - Others,Financial Services,Financial Services,Non Banking Financial Company (NBFC),1,1
FEDFINA,Fedbank Financi.,Finance & Investments - Gold Loan,Financial Services,Financial Services,Non Banking Financial Company (NBFC),1,1
FERMENTA,Fermenta Biotec.,,Healthcare,Healthcare,Pharmaceuticals,0,1
FIEMIND,Fiem Industries,Auto Ancillaries - 2&3 Wheelers,Consumer Discretionary,Automobile and Auto Components,Auto Components & Equipments,1,1
FILATEX,Filatex India,Textiles - Manmade Fibre - PFY/PSF,Consumer Discretionary,Textiles,Other Textile Products,1,1
FINCABLES,Finolex Cables,Cables - Telecom,Industrials,Capital Goods,Cables - Electricals,1,1
FINEORG,Fine Organic,Chemicals - Organic,Commodities,Chemicals,Specialty Chemicals,1,1
FINOPB,Fino Payments,Banks - Small Finance,Financial Services,Financial Services,Other Bank,1,1
FINPIPE,Finolex Inds.,Building Materials - Plastic Pipes,Industrials,Capital Goods,Plastic Products - Industrial,1,1
FIRSTCRY,Brainbees Solut.,New age - Platform - E-Retail,Consumer Discretionary,Consumer Services,E-Retail/ E-Commerce,1,1
FISCHER,Fischer Medical,Chemicals - Inorganic,Healthcare,Healthcare,Medical Equipment & Supplies,1,1
FIVESTAR,Five-Star Bus.Fi,Finance & Investments - MSME Lending,Financial Services,Financial Services,Non Banking Financial Company (NBFC),1,1
FLAIR,Flair Writing,Printing & Stationery,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Stationary,1,1
FORCEMOT,Force Motors,Auto - Bus/LCVs,Consumer Discretionary,Automobile and Auto Components,Passenger Cars & Utility Vehicles,1,1
FRACTAL,Fractal Analyt.,IT Enabled Services/Business Process Outsourcing,Information Technology,Information Technology,Computers - Software & Consulting,1,1
FRONTSP,Frontier Springs,Railways - Kavach/Springs,Consumer Discretionary,Automobile and Auto Components,Auto Components & Equipments,1,1
FSL,Firstsour.Solu.,IT Enabled Services,Services,Services,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),1,1
FUSION,Fusion Finance,Finance & Investments - Microfinance,Financial Services,Financial Services,Microfinance Institutions,1,1
GABRIEL,Gabriel India,Auto Ancillaries - Shock Absorber,Consumer Discretionary,Automobile and Auto Components,Auto Components & Equipments,1,1
GAEL,Guj. Ambuja Exp,Agricultural Processing - Maize,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Other Agricultural Products,1,1
GALAPREC,Gala Precis. Eng,"Castings, Forgings & Fastners",Industrials,Capital Goods,Industrial Products,1,1
GALLANTT,Gallantt Ispat L,Steel Products,Industrials,Capital Goods,Iron & Steel Products,1,1
GANDHAR,Gandhar Oil Ref.,Refineries,Energy,"Oil, Gas & Consumable Fuels",Lubricants,1,1
GANECOS,Ganesha Ecosphe.,Recycling,Consumer Discretionary,Textiles,Other Textile Products,1,1
GANESHBE,Ganesh Benzopl.,Chemicals - Inorganic,Energy,"Oil, Gas & Consumable Fuels",Oil Storage & Transportation,1,1
GANESHHOU,Ganesh Housing,Realty - Construction & Contracting,Consumer Discretionary,Realty,"Residential, Commercial Projects",1,1
GARFIBRES,Garware Tech.,Textiles - Technical Textile,Consumer Discretionary,Textiles,Other Textile Products,1,1
GARUDA,Garuda Cons,Construction & Contracting,Industrials,Construction,Civil Construction,1,1
GATEWAY,Gateway Distri,Logistics,Services,Services,Logistics Solution Provider,1,1
GCSL,Gretex Corporate,Finance & Investments - Others,Financial Services,Financial Services,Other Capital Market related Services,1,1
GENESYS,Genesys Intl.,Geospatial,Information Technology,Information Technology,IT Enabled Services,1,1
GENUSPOWER,Genus Power,Electronics - Equipment/Components,Industrials,Capital Goods,Other Electrical Equipment,1,1
GESHIP,GE Shipping Co,Shipping,Services,Services,Shipping,1,1
GHCL,GHCL,Chemicals - Inorganic - Caustic Soda/Soda Ash,Commodities,Chemicals,Commodity Chemicals,1,1
GHCLTEXTIL,GHCL Textiles,Textiles - General,Consumer Discretionary,Textiles,Other Textile Products,1,1
GILLETTE,Gillette India,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Care,0,1
GIPCL,Guj Inds. Power,Power - Generation/Distribution,Utilities,Power,Power Generation,1,1
GKENERGY,GK Energy,Solar Pumps,Industrials,Construction,Civil Construction,1,1
GLOBUSSPR,Globus Spirits,Alcoholic Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Breweries & Distilleries,1,1
GMBREW,G M Breweries,Alcoholic Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Breweries & Distilleries,1,1
GMDCLTD,G M D C,Mining/Minerals,Commodities,Metals & Mining,Industrial Minerals,1,1
GMMPFAUDLR,GMM Pfaudler,Glass - Others,Industrials,Capital Goods,Industrial Products,1,1
GMRP&UI,GMR Urban,Infra - Power - Generation/Distribution,Utilities,Power,Power Generation,1,1
GNA,GNA Axles,Auto & Auto Ancl - CV,Consumer Discretionary,Automobile and Auto Components,Auto Components & Equipments,1,1
GNFC,G N F C,Fertilisers,Commodities,Chemicals,Commodity Chemicals,1,1
GNRL,Guj.Nat.Resour.,Oil Exploration/Allied Services,Energy,"Oil, Gas & Consumable Fuels",Oil Exploration & Production,1,1
GOCLCORP,GOCL Corpn.,Lubricants,Commodities,Chemicals,Explosives,1,1
GOCOLORS,Go Fashion (I),Textiles - Readymade Apparel,Consumer Discretionary,Consumer Services,Speciality Retail,1,1
GODAVARIB,Godavari Bioref.,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,1,1
GODREJAGRO,Godrej Agrovet,FMCG - Animal/Polutry,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Animal Feed,1,1
GOKEX,Gokaldas Exports,Textiles - Readymade Apparel,Consumer Discretionary,Textiles,Garments & Apparels,1,1
GOKULAGRO,Gokul Agro,"Edible Oils, Agro Processing",Fast Moving Consumer Goods,Fast Moving Consumer Goods,Edible Oil,1,1
GOLDIAM,Goldiam Intl.,Lab Grown Diamonds,Consumer Discretionary,Consumer Durables,"Gems, Jewellery And Watches",1,1
GOODLUCK,Goodluck India,Steel - Tubes/Pipes,Industrials,Capital Goods,Iron & Steel Products,1,1
GPIL,Godawari Power,Mining/Minerals - Iron Ore,Industrials,Capital Goods,Iron & Steel Products,1,1
GPPL,Guj Pipavav Port,Marine Port & Services,Services,Services,Port & Port services,1,1
GPTINFRA,GPT Infraproject,Cement Products,Industrials,Construction,Civil Construction,1,1
GRANULES,Granules India,Pharma - API & CRAMS,Healthcare,Healthcare,Pharmaceuticals,1,1
GRAPHITE,Graphite India,Electrodes - Welding Equipment,Industrials,Capital Goods,Electrodes & Refractories,1,1
GRAUWEIL,Grauer & Weil,Speciality Chemicals,Commodities,Chemicals,Commodity Chemicals,1,1
GRAVITA,Gravita India,Recycling,Commodities,Metals & Mining,Industrial Minerals,1,1
GREAVESCOT,Greaves Cotton,Engines,Industrials,Capital Goods,"Compressors, Pumps & Diesel Engines",1,1
GREENLAM,Greenlam Industr,Plywood Boards/Laminates,Consumer Discretionary,Consumer Durables,Plywood Boards/ Laminates,1,1
GREENPLY,Greenply Industr,Plywood Boards/Laminates,Consumer Discretionary,Consumer Durables,Plywood Boards/ Laminates,1,1
GREENPOWER,Orient Green,Power - Generation/Distribution,Utilities,Power,Power Generation,1,1
GRINDWELL,Grindwell Norton,Abrasives & Grinding Wheels,Industrials,Capital Goods,Abrasives & Bearings,1,1
GRMOVER,GRM Overseas,FMCG - Rice,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Other Agricultural Products,1,1
GRWRHITECH,Garware Hi Tech,Packaging - Films,Industrials,Capital Goods,Plastic Products - Industrial,1,1
GSFC,G S F C,Fertilisers,Commodities,Chemicals,Fertilizers,1,1
GSPCROP,GSP Crop Science,Pesticides/Agrochemicals,Commodities,Chemicals,Pesticides & Agrochemicals,1,1
GTLINFRA,GTL Infra.,Telecom Services,Telecommunication,Telecommunication,Telecom - Infrastructure,1,1
GUFICBIO,Gufic BioScience,Pharma - Formulators,Healthcare,Healthcare,Pharmaceuticals,1,1
GUJALKALI,Gujarat Alkalies,Chemicals - Inorganic - Caustic Soda/Soda Ash,Commodities,Chemicals,Commodity Chemicals,1,1
GUJTHEM,Guj. Themis Bio.,Pharma - API,Healthcare,Healthcare,Pharmaceuticals,1,1
GULFOILLUB,Gulf Oil Lubric.,Lubricants,Energy,"Oil, Gas & Consumable Fuels",Lubricants,1,1
GULPOLY,Gulshan Polyols,Miscellaneous,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Other Agricultural Products,1,1
GVPIL,GE Power,Infra - General,Industrials,Capital Goods,Heavy Electrical Equipment,1,1
HAPPSTMNDS,Happiest Minds,IT Enabled Services,Information Technology,Information Technology,Computers - Software & Consulting,1,1
HAPPYFORGE,Happy Forgings,"Castings, Forgings & Fastners",Industrials,Capital Goods,Castings & Forgings,1,1
HARDWYN,Hardwyn India,Trading,Consumer Discretionary,Consumer Durables,"Furniture, Home Furnishing",1,1
HARIOMPIPE,Hariom Pipe,Steel - Tubes/Pipes,Industrials,Capital Goods,Iron & Steel Products,1,1
HARSHA,Harsha Engg Intl,Bearings,Industrials,Capital Goods,Other Industrial Products,1,1
HATHWAY,Hathway Cable,Entertainment & Media,Consumer Discretionary,"Media, Entertainment & Publication",TV Broadcasting & Software Production,1,1
HBLENGINE,HBL Engineering,Railways - Kavach/Springs,Industrials,Capital Goods,Other Industrial Products,1,1
HCC,Hind.Construct.,Infra - Construction & Contracting,Industrials,Construction,Civil Construction,1,1
HCG,Health.Global,Hospitals,Healthcare,Healthcare,Hospital,1,1
HEG,HEG,Electrodes - Welding Equipment,Industrials,Capital Goods,Electrodes & Refractories,1,1
HEMIPROP,Hemisphere Prop,Realty - Construction & Contracting,Services,Services,Diversified Commercial Services,1,1
HERITGFOOD,Heritage Foods,FMCG - Dairy Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Dairy Products,1,1
HEXAGON,Hexagon Nutri.,Food - Processing - Others,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Packaged Foods,1,1
HGINFRA,H.G. Infra Engg.,Infra - Construction & Contracting,Industrials,Construction,Civil Construction,1,1
HIKAL,Hikal,Pharma - API & CRAMS,Healthcare,Healthcare,Pharmaceuticals,1,1
HIMATSEIDE,Himatsing. Seide,Textiles - Home Textile,Consumer Discretionary,Textiles,Other Textile Products,1,1
HINDOILEXP,Hind.Oil Explor.,Oil Drilling & Exploration,Energy,"Oil, Gas & Consumable Fuels",Oil Exploration & Production,1,1
HINDWAREAP,Hindware Home In,Ceramics/Tiles/Sanitaryware,Consumer Discretionary,Consumer Durables,Sanitary Ware,1,1
HIRECT,Hind Rectifiers,Electronics - Equipment/Components,Industrials,Capital Goods,Industrial Products,1,1
HITECH,Hi-Tech Pipes,Steel - Tubes/Pipes,Industrials,Capital Goods,Iron & Steel Products,1,1
HLEGLAS,HLE Glascoat,Glass - Others,Industrials,Capital Goods,Industrial Products,1,1
HNDFDS,Hindustan Foods,FMCG - Contract Mfg,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,1,1
HOMEFIRST,Home First Finan,Finance - Housing,Financial Services,Financial Services,Housing Finance Company,1,1
HONASA,Honasa Consumer,New age - Platform - E-Retail,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Care,1,1
HPL,HPL Electric,Capital Goods - Electric General,Industrials,Capital Goods,Industrial Products,1,1
HUBTOWN,Hubtown,Realty - Construction & Contracting,Consumer Discretionary,Realty,"Residential, Commercial Projects",1,1
HUHTAMAKI,Huhtamaki India,Packaging - FMCG/Consumers,Industrials,Capital Goods,Packaging,1,1
ICEMAKE,ICE Make Refrig.,Refrigeration,Industrials,Capital Goods,Industrial Products,1,1
ICIL,Indo Count Inds.,Textiles - Home Textile,Consumer Discretionary,Textiles,Other Textile Products,1,1
ICRA,ICRA,Credit Rating Agencies,Financial Services,Financial Services,Ratings,1,1
IEX,Indian Energy Ex,Exchanges,Financial Services,Financial Services,Exchange and Data Platform,1,1
IFBIND,IFB Industries,Domestic Appliances,Consumer Discretionary,Consumer Durables,Household Appliances,1,1
IFCI,IFCI,Finance - PSU Lending,Financial Services,Financial Services,Financial Institution,1,1
IFGLEXPOR,IFGL Refractori.,,Industrials,Capital Goods,Electrodes & Refractories,0,1
IGARASHI,Igarashi Motors,Capital Goods - Electric General,Consumer Discretionary,Automobile and Auto Components,Auto Components & Equipments,1,1
IGIL,International Gemological Instit,Lab Grown Diamonds,Services,Services,Diversified Commercial Services,1,1
IGL,Indraprastha Gas,Gas Distribution,Energy,"Oil, Gas & Consumable Fuels",LPG/CNG/PNG/LNG Supplier,1,1
IIFL,IIFL Finance,Finance & Investments - Gold Loan,Financial Services,Financial Services,Non Banking Financial Company (NBFC),1,1
IIFLCAPS,IIFL Capital,Finance - Capital Markets - Brokers,Financial Services,Financial Services,Stockbroking & Allied,1,1
IKIO,IKIO Tech,Capital Goods - Electric General,Consumer Discretionary,Consumer Durables,Consumer Electronics,1,1
IMAGICAA,Imagica. Enter.,Amusement Parks,Consumer Discretionary,Consumer Services,Amusement Parks/ Other Recreation,1,1
IMFA,Indian Metals,Mining/Minerals,Commodities,Metals & Mining,Ferro & Silica Manganese,1,1
INA,Insolation Ener,Capital Goods - Electric General,Utilities,Power,Power Generation,1,1
INDGN,Indegene,Services - Others,Healthcare,Healthcare,"Healthcare Research, Analytics & Technology",1,1
INDIACEM,India Cements,Cement,Commodities,Construction Materials,Cement & Cement Products,1,1
INDIAGLYCO,India Glycols,Alcoholic Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Breweries & Distilleries,1,1
INDIAMART,Indiamart Inter.,E-Commerce - Platform - Utility,Consumer Discretionary,Consumer Services,Internet & Catalogue Retail,1,1
INDIANHUME,Indian Hume Pipe,,Industrials,Construction,Civil Construction,0,1
INDIASHLTR,INDIA SHELTE FIN,Finance - Housing,Financial Services,Financial Services,Housing Finance Company,1,1
INDIGOPNTS,Indigo Paints,Building Materials - Paints,Consumer Discretionary,Consumer Durables,Paints,1,1
INDNIPPON,India Nipp.Elec.,Auto Ancillaries - Engine Parts,Consumer Discretionary,Automobile and Auto Components,Auto Components & Equipments,1,1
INDOBORAX,Indo Borax & Ch.,Chemicals - Inorganic,Commodities,Chemicals,Commodity Chemicals,1,1
INDOCO,Indoco Remedies,Pharma - Formulators,Healthcare,Healthcare,Pharmaceuticals,1,1
INDOFARM,Indo Farm Equip.,,Industrials,Capital Goods,Construction Vehicles,0,1
INDOSTAR,Indostar Capital,Finance & Investments - CV Finance,Financial Services,Financial Services,Non Banking Financial Company (NBFC),1,1
INDOTHAI,Indo Thai Sec.,Finance - Capital Markets - Brokers,Financial Services,Financial Services,Stockbroking & Allied,1,1
INDRAMEDCO,Indrapr.Medical,Hospitals,Healthcare,Healthcare,Hospital,1,1
INDSWFTLAB,Ind-Swift Labs.,Pharma - API,Healthcare,Healthcare,Pharmaceuticals,1,1
INFOBEAN,InfoBeans Tech.,IT - Software,Information Technology,Information Technology,Computers - Software & Consulting,1,1
INGERRAND,Ingersoll-Rand,Compressors,Industrials,Capital Goods,"Compressors, Pumps & Diesel Engines",1,1
INNOVACAP,Innova Captab,Pharma - API,Healthcare,Healthcare,Pharmaceuticals,1,1
INOXGREEN,Inox Green,Miscellaneous,Services,Services,Diversified Commercial Services,1,1
INOXINDIA,Inox India,Industrial Gas,Industrials,Capital Goods,Other Industrial Products,1,1
INOXWIND,Inox Wind,Capital Goods - Engineering Heavy,Industrials,Capital Goods,Heavy Electrical Equipment,1,1
INTELLECT,Intellect Design,IT Product Companies,Information Technology,Information Technology,Computers - Software & Consulting,1,1
INTERARCH,Interarch Build.,Pre-Engineering Buildings,Industrials,Construction,Civil Construction,1,1
IOLCP,IOL Chemicals,Pharma - API & CRAMS,Healthcare,Healthcare,Pharmaceuticals,1,1
IONEXCHANG,ION Exchange,Water Treatment,Utilities,Utilities,Water Supply & Management,1,1
IPL,India Pesticides,Pesticides/Agrochemicals,Commodities,Chemicals,Pesticides & Agrochemicals,1,1
IRCON,Ircon Intl.,Infra - Engineering - General,Industrials,Construction,Civil Construction,1,1
IRMENERGY,IRM Energy,LPG Bottling,Energy,"Oil, Gas & Consumable Fuels",LPG/CNG/PNG/LNG Supplier,1,1
ISGEC,ISGEC Heavy,Infra - Engineering - General,Industrials,Construction,Civil Construction,1,1
ITDC,I T D C,Resorts,Consumer Discretionary,Consumer Services,Hotels & Resorts,1,1
IVALUE,Ivalue Infosolut,Computer - Peripherals/Accessories,Information Technology,Information Technology,IT Enabled Services,1,1
IXIGO,Le Travenues,E-Commerce - Platform - Travel,Consumer Discretionary,Consumer Services,"Tour, Travel Related Services",1,1
IZMO,IZMO,IT - Software,Information Technology,Information Technology,IT Enabled Services,1,1
J&KBANK,J & K Bank,Banks - Private,Financial Services,Financial Services,Private Sector Bank,1,1
JAGRAN,Jagran Prakashan,Newspaper,Consumer Discretionary,"Media, Entertainment & Publication",Print Media,1,1
JAGSNPHARM,Jagsonpal Pharma,Pharma - API,Healthcare,Healthcare,Pharmaceuticals,1,1
JAICORPLTD,Jai Corp,Miscellaneous,Industrials,Capital Goods,Plastic Products - Industrial,1,1
JAINREC,Jain Resource,Recycling,Commodities,Metals & Mining,Diversified Metals,1,1
JAMNAAUTO,Jamna Auto Inds.,Auto & Auto Ancl - CV,Consumer Discretionary,Automobile and Auto Components,Auto Components & Equipments,1,1
JARO,Jaro Institute,Platform - Education,Consumer Discretionary,Consumer Services,E-Learning,1,1
JASH,Jash Engineering,Water Treatment,Industrials,Capital Goods,Industrial Products,1,1
JAYBARMARU,Jay Bharat Maru.,Auto Ancillaries - Diversified,Consumer Discretionary,Automobile and Auto Components,Auto Components & Equipments,1,1
JAYKAY,Jaykay Enter.,Aerospace & Defence - Equipments,Industrials,Capital Goods,Aerospace & Defense,1,1
JAYNECOIND,Jayaswal Neco,Mining/Minerals - Iron Ore,Industrials,Capital Goods,Iron & Steel Products,1,1
JBMA,JBM Auto,Auto - Bus/LCVs,Consumer Discretionary,Automobile and Auto Components,Auto Components & Equipments,1,1
JGCHEM,J.G.Chemicals,Chemicals - Inorganic,Commodities,Chemicals,Commodity Chemicals,1,1
JINDALSAW,Jindal Saw,DI Pipes/Saw Pipes,Industrials,Capital Goods,Iron & Steel Products,1,1
JINDRILL,Jindal Drilling,Oil Drilling & Exploration,Energy,"Oil, Gas & Consumable Fuels",Offshore Support Solution Drilling,1,1
JINDWORLD,Jindal Worldwide,Textiles - General,Consumer Discretionary,Textiles,Other Textile Products,1,1
JISLJALEQS,Jain Irrigation,Irrigation System,Industrials,Capital Goods,Plastic Products - Industrial,1,1
JKIL,J Kumar Infra,EPC,Industrials,Construction,Civil Construction,1,1
JKLAKSHMI,JK Lakshmi Cem.,Cement,Commodities,Construction Materials,Cement & Cement Products,1,1
JKPAPER,JK Paper,Paper,Commodities,Forest Materials,Paper & Paper Products,1,1
JKTYRE,JK Tyre & Indust,Tyres & Tubes,Consumer Discretionary,Automobile and Auto Components,Tyres & Rubber Products,1,1
JLHL,Jupiter Life Lin,Hospitals,Healthcare,Healthcare,Hospital,1,1
JMFINANCIL,JM Financial,Finance - Investment Bankers,Financial Services,Financial Services,Holding Company,1,1
JNKINDIA,JNK,Capital Goods - Engineering Heavy,Industrials,Capital Goods,Industrial Products,1,1
JPPOWER,JP Power Ven.,Power - Generation/Distribution,Utilities,Power,Power Generation,1,1
JSFB,Jana Small Finan,Banks - Small Finance,Financial Services,Financial Services,Other Bank,1,1
JSLL,Jeena Sikho,Ayurvedic,Consumer Discretionary,Consumer Services,Wellness,1,1
JSWCEMENT,JSW Cement,Cement,Commodities,Construction Materials,Cement & Cement Products,1,1
JSWDULUX,JSW Dulux,Building Materials - Paints,Consumer Discretionary,Consumer Durables,Paints,1,1
JSWHL,JSW Holdings,Finance - Holding Company,Financial Services,Financial Services,Investment Company,1,1
JTEKTINDIA,JTEKT India,Auto Ancillaries - Gears,Consumer Discretionary,Automobile and Auto Components,Auto Components & Equipments,1,1
JTLIND,JTL Industries,Steel - Tubes/Pipes,Industrials,Capital Goods,Iron & Steel Products,1,1
JUBLINGREA,Jubilant Ingrev.,Pesticides/Agrochemicals,Commodities,Chemicals,Specialty Chemicals,1,1
JUBLPHARMA,Jubilant Pharmo,Pharma - API & CRAMS,Healthcare,Healthcare,Pharmaceuticals,1,1
JUSTDIAL,Just Dial,E-Commerce - Platform - Utility,Consumer Discretionary,Consumer Services,Internet & Catalogue Retail,1,1
JWL,Jupiter Wagons,Railways,Industrials,Capital Goods,Railway Wagons,1,1
JYOTHYLAB,Jyothy Labs,FMCG - Personal Care,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,1,1
JYOTICNC,Jyoti CNC Auto.,CNC - Machines,Industrials,Capital Goods,Industrial Products,1,1
JYOTISTRUC,Jyoti Structures,Capital Goods - Electrical Equipment,Industrials,Capital Goods,Heavy Electrical Equipment,1,1
KAJARIACER,Kajaria Ceramics,Ceramics/Tiles/Sanitaryware,Consumer Discretionary,Consumer Durables,Ceramics,1,1
KALAMANDIR,Sai Silks,Textiles - Readymade Apparel,Consumer Discretionary,Consumer Services,Speciality Retail,1,1
KAMDHENU,Kamdhenu,Steel Products,Industrials,Capital Goods,Iron & Steel Products,1,1
KANSAINER,Kansai Nerolac,Building Materials - Paints,Consumer Discretionary,Consumer Durables,Paints,1,1
KAYNES,Kaynes Tech,Consumer Electronics - EMS,Industrials,Capital Goods,Industrial Products,1,1
KDDL,KDDL Ltd,Watches,Consumer Discretionary,Consumer Durables,"Gems, Jewellery And Watches",1,1
KEC,KEC International,Power - Transmission/Equipment,Industrials,Construction,Civil Construction,1,1
KELLTONTEC,Kellton Tech,IT - Software,Information Technology,Information Technology,IT Enabled Services,1,1
KERNEX,Kernex Microsys.,Railways - Kavach/Springs,Services,Services,Transport Related Services,1,1
KFINTECH,KFin Technolog.,Finance - Capital Markets - RTA,Financial Services,Financial Services,"Depositories, Clearing Houses and Other Intermediaries",1,1
KINGFA,Kingfa Science,Plastics - Plastic & Plastic Products,Industrials,Capital Goods,Plastic Products - Industrial,1,1
KIOCL,KIOCL,Mining/Minerals,Commodities,Metals & Mining,Sponge Iron,1,1
KIRIINDUS,Kiri Industries,Dyes & Pigments,Commodities,Chemicals,Dyes And Pigments,1,1
KIRLFER,Kirl. Ferrous,Steel - Pig Iron,Commodities,Metals & Mining,Pig Iron,1,1
KIRLOSBROS,Kirl. Brothers,Pumps,Industrials,Capital Goods,"Compressors, Pumps & Diesel Engines",1,1
KIRLOSIND,Kirloskar Indus.,Engines,Industrials,Capital Goods,Iron & Steel Products,1,1
KIRLPNU,Kirl.Pneumatic,Compressors,Industrials,Capital Goods,"Compressors, Pumps & Diesel Engines",1,1
KISSHT,Onemi Technology,Finance - Investment/Others,Financial Services,Financial Services,Other Financial Services,1,1
KITEX,Kitex Garments,Textiles - Readymade Apparel,Consumer Discretionary,Textiles,Garments & Apparels,1,1
KMEW,Knowledge Marine,Shipping,Services,Services,Dredging,1,1
KNRCON,KNR Construct.,Infra - Construction & Contracting,Industrials,Construction,Civil Construction,1,1
KOPRAN,Kopran,Pharma - API,Healthcare,Healthcare,Pharmaceuticals,1,1
KOVAI,Kovai Medical,Hospitals,Healthcare,Healthcare,Hospital,1,1
KPEL,K.P. Energy,Engineering - Turnkey Services,Utilities,Power,Power Generation,1,1
KPIGREEN,KPI Green Energy,Power - Generation/Distribution,Utilities,Power,Power Generation,1,1
KPIL,Kalpataru Proj.,Infra - Power - Generation/Distribution,Industrials,Construction,Civil Construction,1,1
KPITTECH,KPIT Technologi.,IT - ER&D,Information Technology,Information Technology,Computers - Software & Consulting,1,1
KPL,Kwality Pharma,Pharma - Formulators,Healthcare,Healthcare,Pharmaceuticals,1,1
KRBL,KRBL,FMCG - Rice,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Other Agricultural Products,1,1
KRISHANA,Krishana Phosch.,Fertilisers,Commodities,Chemicals,Fertilizers,1,1
KRISHNADEF,Krishna Defence,Shipping - Proxy,Industrials,Capital Goods,Aerospace & Defense,1,1
KROSS,Kross Ltd,Auto Ancillaries - Transmission,Consumer Discretionary,Automobile and Auto Components,Auto Components & Equipments,1,1
KRSNAA,Krsnaa Diagnost.,Diagnostics,Healthcare,Healthcare,Healthcare Service Provider,1,1
KSB,KSB,Pumps,Industrials,Capital Goods,"Compressors, Pumps & Diesel Engines",1,1
KSCL,Kaveri Seed Co.,Miscellaneous,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Other Agricultural Products,1,1
KSHINTL,KSH Internationa,Electrical Equipments/HVDC,Industrials,Capital Goods,Cables - Electricals,1,1
KTKBANK,Karnataka Bank,Banks - Private,Financial Services,Financial Services,Private Sector Bank,1,1
KWIL,Kwality Wall's,Food & Dairy Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Dairy Products,1,1
LANDMARK,Landmark Cars,Retail - Vehicles,Consumer Discretionary,Automobile and Auto Components,Auto Dealer,1,1
LATENTVIEW,Latent View,IT Enabled Services,Information Technology,Information Technology,Computers - Software & Consulting,1,1
LAXMIDENTL,Laxmi Dental,Medical Equipment,Healthcare,Healthcare,Medical Equipment & Supplies,1,1
LEMERITE,Le Merite Export,Trading,Consumer Discretionary,Textiles,Other Textile Products,1,1
LEMONTREE,Lemon Tree Hotel,Hotels,Consumer Discretionary,Consumer Services,Hotels & Resorts,1,1
LGBBROSLTD,L G Balakrishnan,Auto Ancillaries - 2 Wheelers,Consumer Discretionary,Automobile and Auto Components,Auto Components & Equipments,1,1
LINCOLN,Lincoln Pharma.,Pharma - Formulators,Healthcare,Healthcare,Pharmaceuticals,1,1
LLOYDSENGG,Lloyds Engineeri,Capital Goods - Electrical Equipment,Industrials,Capital Goods,Industrial Products,1,1
LLOYDSENT,Lloyds Enterpris,Trading,Commodities,Metals & Mining,Trading - Metals,1,1
LMW,LMW,Textile machinery,Industrials,Capital Goods,Industrial Products,1,1
LOTUSDEV,Sri Lotus,Construction - Factories/Offices/Commercial,Consumer Discretionary,Realty,"Residential, Commercial Projects",1,1
LTFOODS,L T Foods,FMCG - Rice,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Other Agricultural Products,1,1
LUMAXIND,Lumax Industries,Auto Ancillaries - Head lamps lights,Consumer Discretionary,Automobile and Auto Components,Auto Components & Equipments,1,1
